4 20 Step CPU = 201.443359
8 20 Step CPU = 100.678223
12 20 Step CPU = 67.640625
16 20 Step CPU = 51.332397
32 20 Step CPU = 27.28
48 20 Step CPU = 19.000885
64 20 Step CPU = 15.769135
128 20 Step CPU = 10.778076
