0.000976562 1 1 0 1
0.00292969 1 1 0 1
0.00488281 1 1 0 1
0.00683594 1 1 0 1
0.00878906 1 1 0 1
0.0107422 1 1 0 1
0.0126953 1 1 0 1
0.0146484 1 1 0 1
0.0166016 1 1 0 1
0.0185547 1 1 0 1
0.0205078 1 1 0 1
0.0224609 1 1 0 1
0.0244141 1 1 0 1
0.0263672 1 1 0 1
0.0283203 1 1 0 1
0.0302734 1 1 0 1
0.0322266 1 1 0 1
0.0341797 1 1 0 1
0.0361328 1 1 0 1
0.0380859 1 1 0 1
0.0400391 1 1 0 1
0.0419922 1 1 0 1
0.0439453 1 1 0 1
0.0458984 1 1 0 1
0.0478516 1 1 0 1
0.0498047 1 1 0 1
0.0517578 1 1 0 1
0.0537109 1 1 0 1
0.0556641 1 1 0 1
0.0576172 1 1 0 1
0.0595703 1 1 0 1
0.0615234 1 1 0 1
0.0634766 1 1 0 1
0.0654297 1 1 0 1
0.0673828 1 1 0 1
0.0693359 1 1 0 1
0.0712891 1 1 0 1
0.0732422 1 1 0 1
0.0751953 1 1 0 1
0.0771484 1 1 0 1
0.0791016 1 1 0 1
0.0810547 1 1 0 1
0.0830078 1 1 0 1
0.0849609 1 1 0 1
0.0869141 1 1 0 1
0.0888672 1 1 0 1
0.0908203 1 1 0 1
0.0927734 1 1 0 1
0.0947266 1 1 0 1
0.0966797 1 1 0 1
0.0986328 1 1 0 1
0.100586 1 1 0 1
0.102539 1 1 0 1
0.104492 1 1 0 1
0.106445 1 1 0 1
0.108398 1 1 0 1
0.110352 1 1 0 1
0.112305 1 1 0 1
0.114258 1 1 0 1
0.116211 1 1 0 1
0.118164 1 1 0 1
0.120117 1 1 0 1
0.12207 1 1 0 1
0.124023 1 1 0 1
0.125977 1 1 0 1
0.12793 1 1 0 1
0.129883 1 1 0 1
0.131836 1 1 0 1
0.133789 1 1 0 1
0.135742 1 1 0 1
0.137695 1 1 0 1
0.139648 1 1 0 1
0.141602 1 1 0 1
0.143555 1 1 0 1
0.145508 1 1 0 1
0.147461 1 1 0 1
0.149414 1 1 0 1
0.151367 1 1 0 1
0.15332 1 1 0 1
0.155273 1 1 0 1
0.157227 1 1 0 1
0.15918 1 1 0 1
0.161133 1 1 0 1
0.163086 1 1 0 1
0.165039 1 1 0 1
0.166992 1 1 0 1
0.168945 1 1 0 1
0.170898 1 1 0 1
0.172852 1 1 0 1
0.174805 1 1 0 1
0.176758 1 1 0 1
0.178711 1 1 0 1
0.180664 1 1 0 1
0.182617 1 1 0 1
0.18457 1 1 0 1
0.186523 1 1 0 1
0.188477 1 1 0 1
0.19043 1 1 0 1
0.192383 1 1 0 1
0.194336 1 1 0 1
0.196289 1 1 0 1
0.198242 1 1 0 1
0.200195 1 1 0 1
0.202148 1 1 0 1
0.204102 1 1 0 1
0.206055 1 1 0 1
0.208008 1 1 0 1
0.209961 1 1 0 1
0.211914 1 1 0 1
0.213867 1 1 0 1
0.21582 1 1 0 1
0.217773 1 1 0 1
0.219727 1 1 0 1
0.22168 1 1 0 1
0.223633 1 1 0 1
0.225586 1 1 0 1
0.227539 1 1 0 1
0.229492 1 1 0 1
0.231445 1 1 0 1
0.233398 1 1 0 1
0.235352 1 1 0 1
0.237305 1 1 0 1
0.239258 1 1 0 1
0.241211 1 1 0 1
0.243164 1 1 0 1
0.245117 1 1 0 1
0.24707 1 1 0 1
0.249023 1 1 0 1
0.250977 1 1 0 1
0.25293 1 1 0 1
