          32      16       8      16
      1.00000      1.25005      1.50011      1.75016      2.00022      2.25027
      2.50033      2.75038      3.00043      3.25049      3.50054      3.75060
      4.00065      4.25071      4.50076      4.75082      5.00087      5.25093
      5.50098      5.75103      6.00108      6.25115      6.50120      6.75125
      7.00130      7.25135      7.50142      7.75146      8.00152      8.25156
      8.50163      8.75168
     -8.00000     -7.13333     -6.26667     -5.40000     -4.53333     -3.66667
     -2.80000     -1.93333     -1.06667    -0.200000     0.666667      1.53333
      2.40000      3.26667      4.13333      5.00000
     -4.00000     -3.38557     -2.77113     -2.15670     -1.54227    -0.927835
    -0.313403     0.301030
     0.995635      1.09450      1.19336      1.29222      1.39108      1.48995
      1.58881      1.68767      1.78653      1.88539      1.98426      2.08312
      2.18198      2.28084      2.37970      2.47857
     -39.3608     -39.0568     -38.7479     -38.4398     -38.1320     -37.8251
     -37.5190     -37.2141     -36.9083     -36.6062     -36.3045     -36.0050
     -35.7054     -35.1086     -34.7377     -34.4738     -34.1912     -33.9381
     -33.6882     -33.4382     -33.1881     -32.9381     -32.6880     -32.4379
     -32.1879     -31.9378     -31.6878     -31.4377     -31.1877     -30.9376
     -30.6876     -30.4375
     -38.8622     -38.5525     -38.2384     -37.9226     -37.6084     -37.2950
     -36.9809     -36.6674     -36.3540     -36.0411     -35.7289     -35.4171
     -35.1023     -34.2436     -33.8704     -33.6070     -33.3241     -33.0714
     -32.8216     -32.5715     -32.3214     -32.0714     -31.8213     -31.5713
     -31.3212     -31.0712     -30.8211     -30.5711     -30.3210     -30.0709
     -29.8209     -29.5708
     -38.3916     -38.0731     -37.7545     -37.4366     -37.1179     -36.7997
     -36.4808     -36.1613     -35.8394     -35.5211     -35.2012     -34.8810
     -34.5556     -33.3425     -32.9983     -32.7382     -32.4548     -32.2043
     -31.9548     -31.7048     -31.4548     -31.2047     -30.9547     -30.7046
     -30.4546     -30.2045     -29.9544     -29.7044     -29.4543     -29.2043
     -28.9542     -28.7042
     -37.9283     -37.6089     -37.2881     -36.9676     -36.6462     -36.3239
     -36.0020     -35.6799     -35.3564     -35.0318     -34.7075     -34.3816
     -34.0324     -32.2912     -32.0922     -31.8561     -31.5687     -31.3341
     -31.0872     -30.8378     -30.5879     -30.3380     -30.0879     -29.8379
     -29.5879     -29.3378     -29.0878     -28.8377     -28.5877     -28.3376
     -28.0876     -27.8375
     -37.4802     -37.1571     -36.8354     -36.5126     -36.1892     -35.8650
     -35.5400     -35.2141     -34.8871     -34.5588     -34.2317     -33.8993
     -33.4563     -30.8699     -31.0118     -30.8903     -30.5814     -30.4422
     -30.2140     -29.9688     -29.7202     -29.4707     -29.2209     -28.9710
     -28.7210     -28.4710     -28.2210     -27.9710     -27.7209     -27.4709
     -27.2209     -26.9708
     -37.0333     -36.7096     -36.3857     -36.0607     -35.7362     -35.4113
     -35.0855     -34.7584     -34.4284     -34.0917     -33.7376     -33.3659
     -32.5799     -29.2072     -29.5582     -29.6257     -29.2701     -29.4249
     -29.3020     -29.0857     -28.8460     -28.5998     -28.3516     -28.1025
