          32      16       8      16
      1.00000      1.25005      1.50011      1.75016      2.00022      2.25027
      2.50033      2.75038      3.00043      3.25049      3.50054      3.75060
      4.00065      4.25071      4.50076      4.75082      5.00087      5.25093
      5.50098      5.75103      6.00108      6.25115      6.50120      6.75125
      7.00130      7.25135      7.50142      7.75146      8.00152      8.25156
      8.50163      8.75168
     -8.00000     -7.13333     -6.26667     -5.40000     -4.53333     -3.66667
     -2.80000     -1.93333     -1.06667    -0.200000     0.666667      1.53333
      2.40000      3.26667      4.13333      5.00000
     -4.00000     -3.38557     -2.77113     -2.15670     -1.54227    -0.927835
    -0.313403     0.301030
      0.00000    0.0663757     0.132751     0.199127     0.265503     0.331878
     0.398254     0.464630     0.531005     0.597381     0.663757     0.730132
     0.796508     0.862884     0.929259     0.995635
     -41.0308     -40.9111     -40.7915     -40.6691     -40.5414     -40.4056
     -40.2590     -40.0996     -39.9263     -39.7385     -39.5377     -39.3255
     -39.1035     -38.8740     -38.6386     -38.3987     -38.1551     -37.9088
     -37.6620     -37.4150     -37.1670     -36.9181     -36.6688     -36.4192
     -36.1694     -35.9195     -35.6696     -35.4196     -35.1696     -34.9196
     -34.6696     -34.4196
     -39.3628     -39.2449     -39.1333     -39.0251     -38.9192     -38.8144
     -38.7090     -38.6013     -38.4898     -38.3713     -38.2444     -38.1069
     -37.9561     -37.7906     -37.6075     -37.4058     -37.1690     -36.9111
     -36.7058     -36.5037     -36.2776     -36.0382     -35.7936     -35.5466
     -35.2986     -35.0499     -34.8008     -34.5514     -34.3018     -34.0521
     -33.8023     -33.5524
     -37.7065     -37.5895     -37.4766     -37.3654     -37.2562     -37.1491
     -37.0438     -36.9406     -36.8397     -36.7395     -36.6403     -36.5416
     -36.4412     -36.3333     -36.1821     -35.9583     -35.5087     -35.2623
     -35.3647     -35.3790     -35.2669     -35.0828     -34.8681     -34.6392
     -34.4029     -34.1621     -33.9186     -33.6733     -33.4266     -33.1791
     -32.9309     -32.6821
     -36.0203     -35.9089     -35.8025     -35.6988     -35.5966     -35.4948
     -35.3924     -35.2893     -35.1861     -35.0819     -34.9787     -34.8781
     -34.7797     -34.6462     -34.2898     -33.8758     -33.2539     -33.3972
     -33.6999     -33.8698     -33.9083     -33.8418     -33.7150     -33.5524
     -33.3669     -33.1654     -32.9523     -32.7305     -32.5020     -32.2684
     -32.0307     -31.7898
     -34.3757     -34.2455     -34.1266     -34.0151     -33.9095     -33.8082
     -33.7094     -33.6124     -33.5168     -33.4206     -33.3241     -33.2280
     -33.1279     -32.7849     -32.0393     -31.7405     -31.2162     -31.6332
     -31.9742     -32.1771     -32.2635     -32.2547     -32.1901     -32.0919
     -31.9719     -31.8358     -31.6864     -31.5250     -31.3524     -31.1689
     -30.9747     -30.7704
     -32.9479     -32.7692     -32.6048     -32.4524     -32.3115     -32.1808
     -32.0577     -31.9438     -31.8369     -31.7344     -31.6363     -31.5428
     -31.4260     -30.5184     -29.8518     -29.8329     -29.4128     -29.8952
     -30.2419     -30.4496     -30.5438     -30.5457     -30.4947     -30.4135
