      60.0000      260.000      460.000      660.000      860.000      1060.00
      1260.00      1460.00      1660.00      1860.00      2060.00      2260.00
      2460.00      2660.00      2860.00      3060.00      3260.00      3460.00
      3660.00      3860.00      4060.00      4260.00      4460.00      4660.00
      4860.00      5060.00      5260.00      5460.00      5660.00      5860.00
      6060.00      6260.00      6460.00      6660.00      6860.00      7060.00
      7260.00      7460.00      7660.00      7860.00      8060.00      8260.00
      8460.00      8660.00      8860.00      9060.00      9260.00      9460.00
      9660.00      9860.00      10060.0      10260.0      10460.0      10660.0
      10860.0      11060.0      11260.0      11460.0      11660.0      11860.0
      12060.0      12260.0      12460.0      12660.0
     0.831705     0.831237     0.830489     0.829848     0.829190     0.828799
     0.827897     0.826996     0.823774     0.823156     0.824567     0.820526
     0.811866     0.808764     0.802803     0.800255
     0.757620     0.757342     0.756590     0.755769     0.755041     0.753629
     0.757265     0.753535     0.749843     0.749651     0.755636     0.751223
     0.743931     0.740481     0.738626     0.735824
     0.734140     0.733970     0.733037     0.732037     0.730987     0.729331
     0.730126     0.725568     0.721456     0.725767     0.729880     0.725245
     0.721316     0.717666     0.712971     0.709990
     0.717010     0.719320     0.718307     0.716953     0.715593     0.713664
     0.712397     0.706898     0.709709     0.707895     0.712872     0.708054
     0.704640     0.703056     0.696260     0.693145
     0.706923     0.707309     0.706302     0.704334     0.705933     0.703865
     0.702573     0.696438     0.699769     0.697979     0.702977     0.698066
     0.694900     0.691063     0.687138     0.683949
     0.699307     0.699927     0.698932     0.696501     0.694562     0.692326
     0.691084     0.692915     0.687984     0.686276     0.692808     0.687853
     0.684909     0.681018     0.676560     0.673275
     0.688326     0.689327     0.688355     0.685140     0.682718     0.689415
     0.688194     0.681062     0.678999     0.677363     0.689409     0.684444
     0.676824     0.672900     0.665641     0.670592
     0.663600     0.664815     0.663796     0.660192     0.678743     0.680297
     0.679150     0.671305     0.665787     0.664312     0.678051     0.676028
     0.664422     0.660455     0.661988     0.658500
