    0.69541E-04    0.41166E+03
    0.97052E-04    0.56682E+03
    0.13545E-03    0.78037E+03
    0.18903E-03    0.10741E+04
    0.26382E-03    0.14776E+04
    0.36818E-03    0.20309E+04
    0.51384E-03    0.27869E+04
    0.71713E-03    0.38137E+04
    0.10008E-02    0.51960E+04
    0.13968E-02    0.70319E+04
    0.19493E-02    0.94209E+04
    0.27205E-02    0.12437E+05
    0.37968E-02    0.16077E+05
    0.41268E-02    0.17072E+05
    0.44854E-02    0.18093E+05
    0.48752E-02    0.19134E+05
    0.52989E-02    0.20189E+05
    0.57594E-02    0.21250E+05
    0.62599E-02    0.22308E+05
    0.68039E-02    0.23351E+05
    0.73952E-02    0.24366E+05
    0.80379E-02    0.25340E+05
    0.87364E-02    0.26256E+05
    0.94956E-02    0.27096E+05
    0.10321E-01    0.27840E+05
    0.11218E-01    0.28468E+05
    0.12193E-01    0.28956E+05
    0.13252E-01    0.29282E+05
    0.14404E-01    0.29422E+05
    0.15656E-01    0.29356E+05
    0.17016E-01    0.29065E+05
    0.18495E-01    0.28535E+05
    0.20102E-01    0.27759E+05
    0.21849E-01    0.26742E+05
    0.23748E-01    0.25500E+05
    0.25812E-01    0.24065E+05
    0.28055E-01    0.22485E+05
    0.30493E-01    0.20822E+05
    0.33143E-01    0.19117E+05
    0.36023E-01    0.17476E+05
    0.39154E-01    0.15985E+05
    0.42556E-01    0.14695E+05
    0.46255E-01    0.13622E+05
    0.50274E-01    0.12751E+05
    0.54643E-01    0.12037E+05
    0.59279E-01    0.11390E+05
    0.63916E-01    0.10714E+05
    0.68552E-01    0.99462E+04
    0.73188E-01    0.91044E+04
    0.77824E-01    0.82096E+04
    0.82460E-01    0.73344E+04
    0.87096E-01    0.65604E+04
    0.91732E-01    0.59312E+04
    0.96368E-01    0.54514E+04
    0.10100E+00    0.51042E+04
    0.10564E+00    0.48614E+04
    0.11028E+00    0.46836E+04
    0.11491E+00    0.45248E+04
    0.11955E+00    0.43493E+04
    0.12418E+00    0.41407E+04
    0.12882E+00    0.38966E+04
    0.13346E+00    0.36270E+04
    0.13809E+00    0.33509E+04
    0.14273E+00    0.30899E+04
    0.14736E+00    0.28627E+04
    0.15200E+00    0.26789E+04
    0.15664E+00    0.25386E+04
    0.16127E+00    0.24348E+04
    0.16591E+00    0.23559E+04
    0.17055E+00    0.22891E+04
    0.17518E+00    0.22231E+04
    0.17982E+00    0.21490E+04
    0.18445E+00    0.20624E+04
    0.18909E+00    0.19641E+04
    0.19373E+00    0.18594E+04
    0.19836E+00    0.17547E+04
    0.20300E+00    0.16562E+04
    0.21112E+00    0.15122E+04
    0.21956E+00    0.14077E+04
    0.22834E+00    0.13312E+04
    0.23747E+00    0.12595E+04
    0.24697E+00    0.11737E+04
    0.25685E+00    0.10745E+04
    0.26712E+00    0.97902E+03
    0.27781E+00    0.90244E+03
    0.28892E+00    0.84385E+03
    0.30047E+00    0.78890E+03
    0.31249E+00    0.72813E+03
    0.32499E+00    0.66595E+03
    0.33798E+00    0.61228E+03
    0.35150E+00    0.56825E+03
    0.36556E+00    0.52647E+03
    0.38018E+00    0.48364E+03
    0.39539E+00    0.44378E+03
    0.41120E+00    0.40949E+03
    0.51353E+00    0.25428E+03
    0.64132E+00    0.15573E+03
    0.80091E+00    0.94193E+02
    0.10002E+01    0.56340E+02
    0.12491E+01    0.33362E+02
    0.15600E+01    0.19578E+02
    0.19481E+01    0.11396E+02
    0.24329E+01    0.65842E+01
    0.30384E+01    0.37786E+01
    0.37945E+01    0.21552E+01
    0.47387E+01    0.12223E+01
    0.59179E+01    0.68970E+00
    0.73906E+01    0.38732E+00
    0.92298E+01    0.21657E+00
    0.11527E+02    0.12060E+00
    0.14395E+02    0.66909E-01
    0.17977E+02    0.36991E-01
    0.22451E+02    0.20383E-01
    0.28038E+02    0.11197E-01
    0.35015E+02    0.61319E-02
    0.43728E+02    0.33482E-02
    0.54610E+02    0.18227E-02
    0.68199E+02    0.98903E-03
    0.85170E+02    0.53476E-03
    0.10637E+03    0.28792E-03
    0.13283E+03    0.15420E-03
    0.16589E+03    0.82021E-04
    0.20717E+03    0.43227E-04
    0.25872E+03    0.22503E-04
    0.32311E+03    0.11528E-04
    0.40351E+03    0.57927E-05
    0.50393E+03    0.28522E-05
    0.62933E+03    0.13813E-05
    0.78594E+03    0.66354E-06
    0.98152E+03    0.31847E-06
    0.12258E+04    0.15325E-06
